scene_name,scene_token,decision,tags,notes,representative_sample_token,representative_cam_front,location,description,reviewed_at
scene-0359,2987b4494fcc4639bdd6d714a94b2c72,skip,,,279f899af99e4f86b4914e3c21dcd5ce,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202760762460.jpg,singapore-onenorth,"Bus stop, parked bicycle, sparsely populated with peds, parking lot",2026-08-21T23:34:37
scene-0360,cf10376382b74af1975be86f7190df20,keep,,,108de7d185324283b8abe64df99a7c6e,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279649012460.jpg,singapore-onenorth,"Parking lot, worker cleaning, garbage, traffic cones, knocked over traffic cone",2026-08-21T23:34:41
scene-0361,212b65c558254e2084489bf76e371e1a,skip,,,ae780cd35df9403f9be5914b8975495f,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279668662460.jpg,singapore-onenorth,"Parking lot, turn left, cone",2026-08-21T23:34:42
scene-0362,4098aaf3c7074e7d87285e2fc95369e0,skip,,,760df1f273844d2cb25404747448ee11,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279688662460.jpg,singapore-onenorth,"Ped, parking lot, parked scooter, turn left",2026-08-21T23:34:43
scene-0363,88084e0150d64dd1949a9cf1493e5188,skip,,,ba62d5f518a24c16bdd4c39260d4d1c7,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279758662460.jpg,singapore-onenorth,"Turn right, oncoming scooter, parked trucks",2026-08-21T23:34:44
scene-0364,f13bd38bf9b64d579a63d4e7d750f592,skip,,,64a3b60fb2444aadb54128eabe78fe65,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279779012460.jpg,singapore-onenorth,"Followed by scooter, peds, bus stop, parked trucks, bus stop, parked bicycles, bicyclist",2026-08-21T23:34:44
scene-0365,8dd4349e80c345afac455cf76074f028,skip,,,ed15e9400f584d86b4f5abd264aaef15,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279798662460.jpg,singapore-onenorth,"Jaywalker, offloading truck, parked bicycle",2026-08-21T23:34:45
scene-0366,792b78f6cbcf413c821cb591630cddfb,skip,,,d64b639a4c0b40e4b6d52ac6ab74b39a,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279866662460.jpg,singapore-onenorth,"Weirdly stopped car, turn right at intersection, ped crossing",2026-08-21T23:34:46
scene-0367,4ea72ee843914a6cbd755e39f2489156,skip,,,8eb7a8898d3e4d21b4157bb4280c6501,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279933862460.jpg,singapore-onenorth,"Buses, turn right",2026-08-21T23:34:47
scene-0368,54cdaaae372d421fa4734d66f51a8c48,skip,,,3abd4e5d70b14098bfdb3edc43300fa6,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280043612460.jpg,singapore-onenorth,Arrive at busy intersection,2026-08-21T23:34:47
scene-0369,a1b51c02d8414856a86c0c37e4789c2f,skip,,,e67d4f75e84c4661814fa551001f9725,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280086612460.jpg,singapore-onenorth,"Start at busy intersection, turn right, multiple scooters crossing",2026-08-21T23:34:48
scene-0370,105c227c304b4cb18e98a5be6b2d8302,skip,,,5ddc0ac34ad8487282d08b43be591056,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280143662460.jpg,singapore-onenorth,"Parked truck, cones, sitting peds, peds, chicken on the road",2026-08-21T23:34:49
scene-0371,17302a41218442ffbb0b094adb0669ab,skip,,,05b2ec9084ee476380b72ed417fd37b8,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280163662461.jpg,singapore-onenorth,"Peds, parked bus, oncoming scooter, parked bicycles, parked trucks, buses, wait at intersection",2026-08-21T23:34:49
scene-0372,b68cfa7e0bd64bd395fd922d750cfdd2,skip,,,0d274bc20cc04c1caeeedf7bf42b149f,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280198912460.jpg,singapore-onenorth,"Turn left, peds, parked bicycle, bus stop",2026-08-21T23:34:50
scene-0373,10dfdae842b543938a230f25a1e9f934,keep,,,a98e26b24f4c47c7a802bcd18544ff06,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280303912460.jpg,singapore-onenorth,"Parking lot, peds, construction, a car doing reverse parking",2026-08-21T23:34:52
scene-0374,7463b2d752f0464f803b07a945ee7c5a,keep,,,f8699fcdea0c4656a2b71393d61d4307,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280323612460.jpg,singapore-onenorth,"Parking lot, vehicle reverses into parking spot",2026-08-21T23:34:54
scene-0375,28d385e6db0e495da3a606b58e2432f0,keep,,,99c4c52f136240dbaa6379a83074e256,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280283912460.jpg,singapore-onenorth,"Parking lot, turn right, peds",2026-08-21T23:34:55
scene-0376,f05ec45554f842ccb523caf326750f13,skip,,,93a362a28fbf43eda46317d141553d68,samples/CAM_FRONT/n015-2018-08-03-15-21-40+0800__CAM_FRONT__1533280929662460.jpg,singapore-onenorth,"Parking lot, peds, oncoming scooter",2026-08-21T23:34:56
scene-0377,0cc28fe2c1064fb9a51f1647c28ca564,skip,,,c00f3da3f008404f8c469e1ac21d691f,samples/CAM_FRONT/n015-2018-08-03-15-21-40+0800__CAM_FRONT__1533281018912460.jpg,singapore-onenorth,"Lane change, cyclist on side walk, construction, left turn",2026-08-21T23:34:57
scene-0378,fdf4384c1fce4a16aad939d8417bccd6,skip,,,99f7eaff5b25461c8930de065259803e,samples/CAM_FRONT/n015-2018-08-03-15-21-40+0800__CAM_FRONT__1533281042662460.jpg,singapore-onenorth,"Construction zone, excavator, workers, nature, parked buses, ped",2026-08-21T23:34:58
scene-0379,90d616aaefc4429380388205ebb23398,skip,,,3aba8ac32f674561bb823a7b60e6d7ef,samples/CAM_FRONT/n015-2018-08-03-15-21-40+0800__CAM_FRONT__1533281200762460.jpg,singapore-onenorth,"Parked cars, tricycle, narrow road, overtake, sitting peds, passed by electric vehicle",2026-08-21T23:34:58
scene-0380,1c89941a6935484182ca19eddcd3bc77,skip,,,65fa49db041645fcb7ff268685bd50da,samples/CAM_FRONT/n015-2018-08-03-15-21-40+0800__CAM_FRONT__1533281220662460.jpg,singapore-onenorth,"Parked cars, give way for oncoming vehicle",2026-08-21T23:34:59
scene-0381,eba4b7c19b5f48289e105937d03e5222,skip,,,cdb23d4dbb364d68abe14fe57dfa010c,samples/CAM_FRONT/n015-2018-08-03-15-21-40+0800__CAM_FRONT__1533281277912460.jpg,singapore-onenorth,"Ped crossing, peds, construction, parked bicycles, turn right",2026-08-21T23:35:00
scene-0382,2dc89e0f9c6c4dbab908d341fab020c6,keep,,,b6de3f363b4441efbc59e0da80499dd3,samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533279708862460.jpg,singapore-onenorth,"Turn left, parking lot, peds, parked motorcycles",2026-08-21T23:35:01
scene-0383,e0a22086a94f48e5bbd4c4e7916b2106,skip,,,b855dc8657974a8ba687fff1a7ee9b79,samples/CAM_FRONT/n015-2018-08-03-15-31-50+0800__CAM_FRONT__1533281532162460.jpg,singapore-onenorth,"Peds sitting, turn left, parked bicycle, jaywalker",2026-08-21T23:35:02
scene-0384,25f40f7316954a3e978e24d691e1a117,skip,,,f139922ac2f648b3977212d3543ca897,samples/CAM_FRONT/n015-2018-08-03-15-31-50+0800__CAM_FRONT__1533281613162460.jpg,singapore-onenorth,"Pass vehicles, turn right, person getting off scooter",2026-08-21T23:35:03
scene-0385,d0de3bf834b747179080898725b0f21d,skip,,,416de0f8475943ca830a8d1bf9363781,samples/CAM_FRONT/n015-2018-08-03-15-31-50+0800__CAM_FRONT__1533281745262460.jpg,singapore-onenorth,"Turn left, construction, peds, parked bicycle, turn left",2026-08-21T23:35:04
scene-0386,11058d54abcd4829828523040372ce05,skip,,,586bea549e97406193ac824ff2a2fca8,samples/CAM_FRONT/n015-2018-08-03-15-31-50+0800__CAM_FRONT__1533281888112460.jpg,singapore-onenorth,"Start at intersection, turn right, scooter, peds",2026-08-21T23:35:04
scene-0388,3359935281a34136992997acab7cdddd,skip,,,87f69d0cacf14979a1580b7adc960762,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731055762404.jpg,boston-seaport,"Cross intersection, bridge, arrive at intersection",2026-08-21T23:35:06
scene-0389,a5887dd5d6d947e4af581b915716d51c,skip,,,31e589ea17de424a8249b57274d95ae1,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731112662409.jpg,boston-seaport,"Go straight, parked cars, dense traffic, bicycle rack, truck with empty trailer",2026-08-21T23:35:07
scene-0390,6295f0119c5c44d8a75e0016517a172d,skip,,,08fb3deb1794480db90831f09a3f20a4,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731132612404.jpg,boston-seaport,"Go straight, parked cars, bendy bus",2026-08-21T23:35:08
scene-0391,ed97ee6a3b444ba7800641baab057556,skip,,,f0ff7c892d634377b9f03e0050125ea0,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731152612404.jpg,boston-seaport,"Go straight, two bicycles, turn right, two bendy busses",2026-08-21T23:35:09
scene-0392,d987908d74794138b07d1237887bb441,skip,,,44b99650e35c45f2bc6c7b046fe4e4e0,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731229662404.jpg,boston-seaport,"Cross intersection, bicyclist crossing, school bus, bicycle rack, jaywalker, peds, parked scooter",2026-08-21T23:35:10
scene-0393,62696ecd66a3445da436ce2d87ee3501,skip,,,289ce0961c1747c2aaa50a4f7403ffca,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731268662404.jpg,boston-seaport,"Turn right, reflections, parked cars",2026-08-21T23:35:10
scene-0394,181bf34123514c329e2cef72847607a4,skip,,,eb88f0aa15dc4f2a991bf15a377527e0,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731288762404.jpg,boston-seaport,"Parked cars, jaywalker",2026-08-21T23:35:11
scene-0395,dbfd4af0e0d744858e796ec69826e673,skip,,,341302f6c0c24f7e857d662f38f01c45,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731308662404.jpg,boston-seaport,"Ped walking dog, peds, parking lot, truck, parked motorcycle",2026-08-21T23:35:14
scene-0396,fab5dcdfa43b4cce99da3ddf6718cc2a,skip,,,9810d722c63247a38885f2e30bdecfee,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731328612404.jpg,boston-seaport,"Parked cars, parking lot, peds",2026-08-21T23:35:15
scene-0397,fd2d419d4cf84a2d84922b9b7d2cea4d,skip,,,562023ca3bd542ee9525b659570686b4,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731391662404.jpg,boston-seaport,"Stroller, peds, dense traffic, turn left",2026-08-21T23:35:16
scene-0398,b519ec833e23450a8bd3340b67f2516b,keep,,,a751e2f90d474b97a5eb71dd694d4ee1,samples/CAM_FRONT/n008-2018-08-31-11-56-46-0400__CAM_FRONT__1535731411362404.jpg,boston-seaport,"Very dense traffic, congestion, overtake car, peds",2026-08-21T23:35:18
scene-0399,36349e9caeff483e9d8d25e9743b9f5b,skip,,,eab344e25c3a4781960052b368f61709,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033631762460.jpg,singapore-hollandvillage,"Wait at highway-like intersection, many cars, motorcycle, trash cans",2026-08-21T23:35:21
scene-0400,9f5f2211d6f943a89dd87bbe9703539d,skip,,,70438944c75d41318138ef82d7d7a2dc,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033651762460.jpg,singapore-hollandvillage,"Wait at highway-like intersection, many cars, truck",2026-08-21T23:35:21
scene-0401,ced236f5da704cbcb41249bb6ecc8b68,skip,,,ef7efbae4db04832baf1ca984fad1786,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033682762460.jpg,singapore-hollandvillage,"Turn right, residential area, construction, narrow road, motorcycle",2026-08-21T23:35:22
scene-0402,1847e3fc11ab466d95f82e6c7031f33d,skip,,,6a88f8ee55cd443ba5e26f04530dfe59,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033702862460.jpg,singapore-hollandvillage,"Residential area, many cars on the opposite lane, garbage bins",2026-08-21T23:35:23
scene-0403,f2e4460c1fd149ec8068626837f20013,skip,,,e61e574a183a4e389b5cacc8ff924f0f,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033722662460.jpg,singapore-hollandvillage,"Residential area, parked bike, rubbish bins, sitting peds, motorcycle",2026-08-21T23:35:24
scene-0405,295c6c85275e4376bc8446b4a76504cd,skip,,,ee00b9293ab34fd29e86d798376dd919,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033762912460.jpg,singapore-hollandvillage,"Residential area, turn right, cross intersection, parked bike, lot of trash bins",2026-08-21T23:35:25
scene-0406,83ffc453d209404781ea4574d77adb22,skip,,,4d114d7441234f42beb40e51575fe179,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033782912460.jpg,singapore-hollandvillage,"Residential area, many trash cans, jaywalker, ped with bags, parked scooter, parked vehicles",2026-08-21T23:35:25
scene-0407,c34206e65a1442828b950b0ca52098b7,skip,,,dc1534f3c23a4c8fb50547db71693ff1,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033802912460.jpg,singapore-hollandvillage,"Residential area, taxi turn right, rubbish bins (pushable pullable objects), parked bicycles, parked cars",2026-08-21T23:35:26
scene-0408,268099669c954f429087081530094337,skip,,,d5488bb80b484f5cb331cd65a61ff558,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033822662460.jpg,singapore-hollandvillage,"Residential area, narrow road, overtake stopped car, peds, parked trucks",2026-08-21T23:35:27
scene-0410,5c6620829a1f492b8482218670aa0541,skip,,,020f10bd313e43b19c86ed715528b6be,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033862862460.jpg,singapore-hollandvillage,"Residential area, bicycle, bump",2026-08-21T23:35:28
scene-0411,ceca737af78440118b7b394a54723454,skip,,,cd4a04005f5e448bbf2b7224626afbc5,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033882412460.jpg,singapore-hollandvillage,"Residential area, parked bike, rubbish bins",2026-08-21T23:35:28
scene-0412,055a607b74e04001adef097225a8661a,skip,,,3212bd434ff545b6b2ab443b94c7fa93,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033902662460.jpg,singapore-hollandvillage,"Residential area, rubbish bins, ped holds umbrella",2026-08-21T23:35:29
scene-0413,5035adcd18d34d4783c2ccb41db998c1,skip,,,3a55ad98c34941f0b9837f6503908cdf,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033922662460.jpg,singapore-hollandvillage,"Nature, trash cans, narrow road, bump, cross intersection, barricade, construction, parked bicycle, trash bags, van turning",2026-08-21T23:35:29
scene-0414,05d5241d4d5a4c2a9c670dc8c9853c74,skip,,,24ce0254fddd4c1d87fb59d5e39a9efd,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033942762470.jpg,singapore-hollandvillage,"Residential area, turn right, parked bike, narrow road, oncoming vehicle, trash cans",2026-08-21T23:35:30
scene-0415,3be5ff913abf449bac92ce2d2a4cffa0,skip,,,efa416a1b58f482ab21c15b3388808eb,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033962662460.jpg,singapore-hollandvillage,"Residential area, movable trash cans, nature, van turn left, ped",2026-08-21T23:35:30
scene-0416,bd916d78cb3149999182fb3ce4eb8a8d,skip,,,4a5668ed96f04fd1a8b6f857aad2fc7a,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538033982662460.jpg,singapore-hollandvillage,"Nature, garbage bins, driving uphill on narrow road, peds, oncoming car",2026-08-21T23:35:31
scene-0417,4b5bf3f4668d44fea9a676e9c4a8a79e,skip,,,0be4affa20e5429299086f2ce0f79b62,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538034002762460.jpg,singapore-hollandvillage,"Nature, overtake parked van, rubbish bins",2026-08-21T23:35:31
scene-0418,b526c20f7eed49f0886cdb4ba6b733e8,skip,,,82f753afccc24a8bbd7adb3e3c472417,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538034022662460.jpg,singapore-hollandvillage,"Nature, construction worker",2026-08-21T23:35:32
scene-0419,8c84164e752a4ab69d039a07c898f7af,skip,,,ec5951cae8bb45109a2321b62fcd807c,samples/CAM_FRONT/n015-2018-09-27-15-33-17+0800__CAM_FRONT__1538034053612460.jpg,singapore-hollandvillage,"Residential area, trash cans, stroller, arrive at intersection",2026-08-21T23:35:33
scene-0420,c7b8d96173bf41dc8df8c0d16adfc71e,skip,,,002e29737f254cfba8914a87611a3699,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985160162460.jpg,singapore-queenstown,"Exit parking lot, turn left, peds, parked bicycle, arrive at intersection",2026-08-21T23:35:33
scene-0421,fb255bba9b6a4f37a8894e336d2136f1,skip,,,99e68abf22c54c17a21345374ad0278b,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985180162460.jpg,singapore-queenstown,"Gate, peds at sidewalk, following by a bus, slope",2026-08-21T23:35:34
scene-0422,9ac6dff089a84a6d8f066122443a10db,skip,,,13c51029ab654145bcdeb0c9e2175553,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985200262460.jpg,singapore-queenstown,"Buses, overtake stopped car, peds, arrive at intersection",2026-08-21T23:35:34
scene-0423,47cfdbcf14fe47d2a3b9e7e5b46d8a36,skip,,,1c0089a0357f436bb24caf8b18270832,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985220162460.jpg,singapore-queenstown,"Many peds, peds walking in street, turn left, parking lot",2026-08-21T23:35:35
scene-0424,4deb245e67374cd88e64d6557b652841,skip,,,2c6f9ebee0414eb487d8623b6ebca8b1,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985240262460.jpg,singapore-queenstown,"Bump, peds, bus, turn left",2026-08-21T23:35:36
scene-0425,48ff8fee13c344ed843af3eec8f9b94b,skip,,,f5d0c34a1301437abd658247722a45f7,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985260162460.jpg,singapore-queenstown,"Turn left, scooter, turn left, bus with advertising",2026-08-21T23:35:36
scene-0426,034256c9639044f98da7562ef3de3646,skip,,,d017cb6a33d24bf5b75928527a87ce5f,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985280262460.jpg,singapore-queenstown,"Bus, unloading van, peds, parking lot, parked bicycles",2026-08-21T23:35:37
scene-0427,88abbe4f3b37466791b2ae58490044d9,skip,,,0e295a122e87412ab04fdb5414e8b4dd,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985300012460.jpg,singapore-queenstown,"Parking lot, many peds, bump, buses, congestion",2026-08-21T23:35:38
scene-0428,240d15482599449a9bd0432fbfa688ab,skip,,,29063b77e904427bac4a4e769c06546d,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985430112460.jpg,singapore-queenstown,"Avoid congestion, drive uphill, barriers, peds in sidewalk",2026-08-21T23:35:39
scene-0429,9c83e438973e4824853e6a38928ca4ff,skip,,,46544806d2724828b1f158abfda20726,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985450662460.jpg,singapore-queenstown,"Half-open parking garage, parked scooters, oncoming scooter, parked car, peds, barricade",2026-08-21T23:35:39
scene-0430,d1455a9d8add42dba52beac59a67259c,skip,,,aacf4c9a2c8e42f6b6e9b0b6ddeac99e,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985470162460.jpg,singapore-queenstown,"Nature, garbage",2026-08-21T23:35:40
scene-0431,c8e6213038884d05907b1edd7e55552e,skip,,,0accb64816ef42e69e8d7dd3ccec9668,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985490162460.jpg,singapore-queenstown,"Nature, low traffic, ped, parked scooters, closed road, cars",2026-08-21T23:35:42
scene-0432,d4c560022dda448dabb0b60fb62dd6ba,skip,,,0864eba56e9a488bbb032f4571313ab1,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985510262460.jpg,singapore-queenstown,"Nature, parking bay, bus stop, many peds, oncoming scooter, bump",2026-08-21T23:35:44
scene-0433,f8ef029224b84d14843db98a76a7f4a1,skip,,,5bd2539c4dda4d79b12ee94fcf8c375a,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985530112469.jpg,singapore-queenstown,"Unusual buildings, ped, slope, low traffic",2026-08-21T23:35:45
scene-0434,e0a212aafd574781b122a6ba66599a1e,skip,,,ed50430af00c4069bf5b3b0e5e4244bb,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985550162460.jpg,singapore-queenstown,"Unusual buildings, crosswalk, bump, low traffic",2026-08-21T23:35:46
scene-0435,e2d9a52b37bd4b63b913777ef77b2d4f,skip,,,bff3f75d6d854a1aa8bdb53a1b492b0d,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985570412460.jpg,singapore-queenstown,"Unusual buildings, slope, turn right, peds, parking lot, parked cars",2026-08-21T23:35:46
scene-0436,773e6b4f990f4044bed5ea7036ea7c3b,skip,,,917de8376d55467288947337ed913c4a,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985599162460.jpg,singapore-queenstown,"Turn left, scooter, arrive at intersection",2026-08-21T23:35:47
scene-0437,2a721a8d80e04e4e82709e6150f5196a,skip,,,2b2d96e63b304e3ebe0e70dad2f73c6a,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985689412460.jpg,singapore-queenstown,"Low traffic, cross intersection, crosswalk, truck, bus",2026-08-21T23:35:48
scene-0438,5af1f9db65e04747aa3ca8364037c49b,skip,,,bfbd4840b55f4b90bb31d2faeefb7d05,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985709262460.jpg,singapore-queenstown,"Peds, bus stop, barriers",2026-08-21T23:35:48
scene-0439,261e8288cf5647e396ab584e210e4ba1,skip,,,f98e70b9cf584ea9b8c2ef01b57b1afa,samples/CAM_FRONT/n015-2018-10-08-15-52-24+0800__CAM_FRONT__1538985729162460.jpg,singapore-queenstown,"Parking lot, peds, parked bicycle",2026-08-21T23:35:49
scene-0440,64e1ad8a976542ab86c427d714550d06,skip,,,f32c7d6f8af24cd78ef71f7b13727ee1,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537286917412404.jpg,boston-seaport,"Rain, small crane, parking lot",2026-08-21T23:35:50
scene-0441,93481c2504474ca0b21d4abbab2cf3cf,skip,,,1914f842db1a4a97bbd7dc74651598f1,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537286937662404.jpg,boston-seaport,"Rain, cross intersection, lane change, parking lot",2026-08-21T23:35:51
scene-0442,e54f4a36a8b94aebbe4189186dee8f05,skip,,,fb6a281e3403442bade201660b424c85,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537286957362404.jpg,boston-seaport,"Rain, parked truck trailers, parked cars",2026-08-21T23:35:52
scene-0443,6193fac132614eb1a09dcbf3f359460f,skip,,,bf4a3029b9fa40fab90036a8452aee59,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287014412404.jpg,boston-seaport,"Rain, crane, parking lot, overtake stopped vehicle, ped",2026-08-21T23:35:53
scene-0444,a2e3c0a763c04e56a5e26611eb69395b,skip,,,efa138e4f77b4d218641e314cbbcd5c4,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287034362404.jpg,boston-seaport,"Rain, parked vehicles, parking lot, bendy bus",2026-08-21T23:35:54
scene-0445,bed12977df5a41dcb97ac69eeae3682c,skip,,,6a018494dca54bc191a8a9e5274e18c4,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287054612404.jpg,boston-seaport,"Rain, parking lot",2026-08-21T23:35:54
scene-0446,ae643c14ded14e6ea74f8c8605200ed1,skip,,,5c59b44f120c4d169bd2979d8fe2e152,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287074412416.jpg,boston-seaport,"Rain, turn left, turn left",2026-08-21T23:35:55
scene-0447,e757a98aa8794d448f65f5966b8ac954,skip,,,1d62eff5bf1448a6bf6b0e58692b886f,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287130612404.jpg,boston-seaport,"Rain, parking lot, turn left",2026-08-21T23:35:56
scene-0448,2575c1870ede486b8568279b4731e47e,skip,,,c86ff1a474d141b1918178a9554186b6,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287150362412.jpg,boston-seaport,"Rain, parked trailers, parked trucks, fence, excavator, barriers, parked cars",2026-08-21T23:35:56
scene-0449,e3d714da71d2477695a055716ede7130,skip,,,f9847d91e3a949d382ba98d8ef19cead,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287170412404.jpg,boston-seaport,"Rain, parking lot, turn left, barriers, traffic cones",2026-08-21T23:35:57
scene-0450,0ced08ea43754420a23b2fbec667a763,skip,,,a0cfd83ec1bc47bdabd4afe3320b303f,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287220662404.jpg,boston-seaport,"Rain, parking lot, many trucks, peds",2026-08-21T23:35:58
scene-0451,9f3c8453d03d4df5946444757376b826,skip,,,6e6f31d9645546bead7184468e5bd630,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287255612404.jpg,boston-seaport,"Rain, turn right, truck",2026-08-21T23:36:00
scene-0452,f69f7b4cefb7493bb1a8185f6f01d137,skip,,,8a0349e42cbe4f37943a14eacd114f8d,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287275762404.jpg,boston-seaport,"Rain, wet ground, bendy bus, parked car",2026-08-21T23:36:01
scene-0453,e0b14a8e11994763acba690bbcc3f56a,skip,,,d609f2321811443ca2b65403f34de282,samples/CAM_FRONT/n008-2018-09-18-12-07-26-0400__CAM_FRONT__1537287295362404.jpg,boston-seaport,"Rain, turn right, truck",2026-08-21T23:36:01
